(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(3546.9, 1747.9, -5259.9),true,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
(-264.0, 1434.0, -7258.0),false,
